sentence,relation,head,head_offset,tail,tail_offset
鲫鱼鱼肉细嫩，富含大量蛋白质，有健脾利湿、活血通络的功效。,具有功效,鲫鱼,0,活血通络,21
鲫鱼鱼肉细嫩，富含大量蛋白质，有健脾利湿、活血通络的功效。,含有营养素,鲫鱼,0,蛋白质,11
木瓜则能消食润肺，两者的结合让这道美味的汤水营养十足。,具有功效,木瓜,0,消食润肺,4
蛋肉糕是道老少皆宜的美味，鸡蛋跟猪肉的结合，能够给老人提供丰富的蛋白质，还有补肾滋阴的功效。,忌搭配,鸡蛋,13,猪肉,16
蛋肉糕是道老少皆宜的美味，鸡蛋跟猪肉的结合，能够给老人提供丰富的蛋白质，还有补肾滋阴的功效。,具有功效,鸡蛋,13,补肾滋阴,38
蛋肉糕是道老少皆宜的美味，鸡蛋跟猪肉的结合，能够给老人提供丰富的蛋白质，还有补肾滋阴的功效。,含有营养素,鸡蛋,13,蛋白质,32
蛋肉糕是道老少皆宜的美味，鸡蛋跟猪肉的结合，能够给老人提供丰富的蛋白质，还有补肾滋阴的功效。,具有功效,猪肉,16,补肾滋阴,38
蛋肉糕是道老少皆宜的美味，鸡蛋跟猪肉的结合，能够给老人提供丰富的蛋白质，还有补肾滋阴的功效。,含有营养素,猪肉,16,蛋白质,32
猪肉性平味甘，有润肠胃、生津液、补肾气、解热毒的功效。,具有功效,猪肉,0,润肠胃,8
猪肉性平味甘，有润肠胃、生津液、补肾气、解热毒的功效。,具有功效,猪肉,0,生津液,12
猪肉性平味甘，有润肠胃、生津液、补肾气、解热毒的功效。,具有功效,猪肉,0,补肾气,16
猪肉性平味甘，有润肠胃、生津液、补肾气、解热毒的功效。,具有功效,猪肉,0,解热毒,20
这道木瓜椰奶冻，漂亮的颜色伴着热带风情的口感，凉凉甜甜清清爽爽，老人和小朋友都喜欢。,忌搭配,木瓜,2,椰奶,4
其中木瓜富含17种以上氨基酸及钙、铁等，还含有木瓜蛋白酶、番木瓜碱等。,含有营养素,木瓜,2,氨基酸,11
其中木瓜富含17种以上氨基酸及钙、铁等，还含有木瓜蛋白酶、番木瓜碱等。,含有营养素,木瓜,2,钙,15
其中木瓜富含17种以上氨基酸及钙、铁等，还含有木瓜蛋白酶、番木瓜碱等。,含有营养素,木瓜,2,铁,17
其中木瓜富含17种以上氨基酸及钙、铁等，还含有木瓜蛋白酶、番木瓜碱等。,含有营养素,木瓜,2,木瓜蛋白酶,23
其中木瓜富含17种以上氨基酸及钙、铁等，还含有木瓜蛋白酶、番木瓜碱等。,含有营养素,木瓜,2,番木瓜碱,29
鸡蛋性味甘、平，归脾、胃经，可补肺养血、滋阴润燥，用于气血不足、热病烦渴等，是扶助正气的常用食品。,具有功效,鸡蛋,0,补肺养血,15
鸡蛋性味甘、平，归脾、胃经，可补肺养血、滋阴润燥，用于气血不足、热病烦渴等，是扶助正气的常用食品。,具有功效,鸡蛋,0,滋阴润燥,20
鸡蛋性味甘、平，归脾、胃经，可补肺养血、滋阴润燥，用于气血不足、热病烦渴等，是扶助正气的常用食品。,具有功效,鸡蛋,0,扶助正气,39
鸡蛋性味甘、平，归脾、胃经，可补肺养血、滋阴润燥，用于气血不足、热病烦渴等，是扶助正气的常用食品。,利于疾病,鸡蛋,0,气血不足,27
鸡蛋性味甘、平，归脾、胃经，可补肺养血、滋阴润燥，用于气血不足、热病烦渴等，是扶助正气的常用食品。,利于疾病,鸡蛋,0,热病烦渴,32
核桃里富含磷脂，食用核桃有助于促进脑部发育和神经系统发育，可以提高记忆力。,具有功效,核桃,0,促进脑部发育,15
核桃里富含磷脂，食用核桃有助于促进脑部发育和神经系统发育，可以提高记忆力。,具有功效,核桃,0,神经系统发育,22
核桃里富含磷脂，食用核桃有助于促进脑部发育和神经系统发育，可以提高记忆力。,具有功效,核桃,0,提高记忆力,31
核桃里富含磷脂，食用核桃有助于促进脑部发育和神经系统发育，可以提高记忆力。,含有营养素,核桃,0,磷脂,5
核桃里富含磷脂，食用核桃有助于促进脑部发育和神经系统发育，可以提高记忆力。,具有功效,核桃,10,促进脑部发育,15
核桃里富含磷脂，食用核桃有助于促进脑部发育和神经系统发育，可以提高记忆力。,具有功效,核桃,10,神经系统发育,22
核桃里富含磷脂，食用核桃有助于促进脑部发育和神经系统发育，可以提高记忆力。,具有功效,核桃,10,提高记忆力,31
核桃里富含磷脂，食用核桃有助于促进脑部发育和神经系统发育，可以提高记忆力。,含有营养素,核桃,10,磷脂,5
核桃还富含矿物质如钙，有助于维护骨骼健康。,具有功效,核桃,0,维护骨骼健康,14
核桃还富含矿物质如钙，有助于维护骨骼健康。,含有营养素,核桃,0,矿物质,5
核桃还富含矿物质如钙，有助于维护骨骼健康。,含有营养素,核桃,0,钙,9
秋葵不仅含钙量与鲜奶相当，且钙的吸收率在5O-6O%，是理想的钙源。,含有营养素,秋葵,0,钙,5
秋葵不仅含钙量与鲜奶相当，且钙的吸收率在5O-6O%，是理想的钙源。,含有营养素,秋葵,0,钙,14
秋葵不仅含钙量与鲜奶相当，且钙的吸收率在5O-6O%，是理想的钙源。,含有营养素,秋葵,0,钙,31
秋葵独特的粘性物质，可促进胃肠蠕动，有助消化，维护肠道健康。,具有功效,秋葵,0,促进胃肠蠕动,11
秋葵独特的粘性物质，可促进胃肠蠕动，有助消化，维护肠道健康。,具有功效,秋葵,0,助消化,19
秋葵独特的粘性物质，可促进胃肠蠕动，有助消化，维护肠道健康。,具有功效,秋葵,0,维护肠道健康,23
蛋清中营养素主要是蛋白质，全蛋蛋白质几乎能被人体完全吸收利用，是食物中最理想的优质蛋白质。,含有营养素,蛋清,0,蛋白质,9
蛋清中营养素主要是蛋白质，全蛋蛋白质几乎能被人体完全吸收利用，是食物中最理想的优质蛋白质。,含有营养素,蛋清,0,蛋白质,15
蛋清中营养素主要是蛋白质，全蛋蛋白质几乎能被人体完全吸收利用，是食物中最理想的优质蛋白质。,含有营养素,蛋清,0,蛋白质,41
钙、磷和铁等无机盐多集中于蛋黄中。,含有营养素,蛋黄,13,钙,0
钙、磷和铁等无机盐多集中于蛋黄中。,含有营养素,蛋黄,13,磷,2
钙、磷和铁等无机盐多集中于蛋黄中。,含有营养素,蛋黄,13,铁,4
钙、磷和铁等无机盐多集中于蛋黄中。,含有营养素,蛋黄,13,无机盐,6
蛋黄还含有较多的维生素A、维生素D、维生素B1、和维生素B2。,含有营养素,蛋黄,0,维生素A,8
蛋黄还含有较多的维生素A、维生素D、维生素B1、和维生素B2。,含有营养素,蛋黄,0,维生素D,13
蛋黄还含有较多的维生素A、维生素D、维生素B1、和维生素B2。,含有营养素,蛋黄,0,维生素B1,18
蛋黄还含有较多的维生素A、维生素D、维生素B1、和维生素B2。,含有营养素,蛋黄,0,维生素B2,25
菠菜中所含的胡萝卜素，在老人体内转变成维生素A，能维护正常视力和上皮细胞的健康，增加预防传染病的能力。,具有功效,菠菜,0,维护正常视力,25
菠菜中所含的胡萝卜素，在老人体内转变成维生素A，能维护正常视力和上皮细胞的健康，增加预防传染病的能力。,具有功效,菠菜,0,预防传染病,42
菠菜中所含的胡萝卜素，在老人体内转变成维生素A，能维护正常视力和上皮细胞的健康，增加预防传染病的能力。,含有营养素,菠菜,0,胡萝卜素,6
菠菜中所含的胡萝卜素，在老人体内转变成维生素A，能维护正常视力和上皮细胞的健康，增加预防传染病的能力。,含有营养素,菠菜,0,维生素A,19
烹饪菠菜之前最好焯过水，以去掉鞣酸。,含有营养素,菠菜,2,鞣酸,15
瘦肉的营养价值较高，因含有生理价值高的蛋白质，且较肥肉易于消化。,含有营养素,瘦肉,0,蛋白质,19
折耳根能治上火引起的牙痛、舌尖痛。,利于疾病,折耳根,0,牙痛,10
折耳根能治上火引起的牙痛、舌尖痛。,利于疾病,折耳根,0,舌尖痛,13
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,具有功效,黑鱼,0,增强体质,64
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,含有营养素,黑鱼,0,蛋白质,5
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,含有营养素,黑鱼,0,脂肪,9
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,含有营养素,黑鱼,0,氨基酸,15
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,含有营养素,黑鱼,0,钙,28
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,含有营养素,黑鱼,0,磷,30
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,含有营养素,黑鱼,0,铁,32
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,含有营养素,黑鱼,0,维生素,36
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,利于疾病,黑鱼,0,身体虚弱,42
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,利于疾病,黑鱼,0,脾胃气虚,47
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,利于疾病,黑鱼,0,营养不良,52
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,蛋白质,5,身体虚弱,42
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,蛋白质,5,脾胃气虚,47
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,蛋白质,5,营养不良,52
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,脂肪,9,身体虚弱,42
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,脂肪,9,脾胃气虚,47
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,脂肪,9,营养不良,52
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,氨基酸,15,身体虚弱,42
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,氨基酸,15,脾胃气虚,47
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,氨基酸,15,营养不良,52
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,钙,28,身体虚弱,42
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,钙,28,脾胃气虚,47
黑鱼肉中含蛋白质、脂肪、18种氨基酸等，还含有人体必需的钙、磷、铁及多种维生素，适合身体虚弱、脾胃气虚、营养不良的人食用，有助于增强体质。,营养素疾病,钙,28,营养不良,52
